NAME_x,white,state_x,county_x,tract,YEAR,NAME_y,black,state_y,county_y,NAME,hispanic,state,county,race_total,white_pct,black_pct,hispanic_pct,majority_race
"Census Tract 3018.03, Cook County, Illinois",19,17,31,301803,2021,"Census Tract 3018.03, Cook County, Illinois",0,17,31,"Census Tract 3018.03, Cook County, Illinois",3211,17,31,3230,0.0058823529411764705,0.0,0.9941176470588236,hispanic
Census Tract 3018.03; Cook County; Illinois,37,17,31,301803,2022,Census Tract 3018.03; Cook County; Illinois,0,17,31,Census Tract 3018.03; Cook County; Illinois,3131,17,31,3168,0.01167929292929293,0.0,0.9883207070707071,hispanic
Census Tract 3018.03; Cook County; Illinois,90,17,31,301803,2023,Census Tract 3018.03; Cook County; Illinois,0,17,31,Census Tract 3018.03; Cook County; Illinois,3174,17,31,3264,0.027573529411764705,0.0,0.9724264705882353,hispanic
"Census Tract 8305, Cook County, Illinois",66,17,31,830500,2018,"Census Tract 8305, Cook County, Illinois",0,17,31,"Census Tract 8305, Cook County, Illinois",4893,17,31,4959,0.013309134906231096,0.0,0.9866908650937689,hispanic
"Census Tract 8305, Cook County, Illinois",34,17,31,830500,2019,"Census Tract 8305, Cook County, Illinois",0,17,31,"Census Tract 8305, Cook County, Illinois",3867,17,31,3901,0.008715713919507819,0.0,0.9912842860804921,hispanic
"Census Tract 8305, Cook County, Illinois",43,17,31,830500,2020,"Census Tract 8305, Cook County, Illinois",0,17,31,"Census Tract 8305, Cook County, Illinois",3867,17,31,3910,0.010997442455242966,0.0,0.9890025575447571,hispanic
"Census Tract 8305, Cook County, Illinois",68,17,31,830500,2021,"Census Tract 8305, Cook County, Illinois",0,17,31,"Census Tract 8305, Cook County, Illinois",3920,17,31,3988,0.017051153460381142,0.0,0.9829488465396189,hispanic
Census Tract 8305; Cook County; Illinois,20,17,31,830500,2022,Census Tract 8305; Cook County; Illinois,32,17,31,Census Tract 8305; Cook County; Illinois,3896,17,31,3948,0.005065856129685917,0.008105369807497468,0.9868287740628167,hispanic
Census Tract 8305; Cook County; Illinois,20,17,31,830500,2023,Census Tract 8305; Cook County; Illinois,33,17,31,Census Tract 8305; Cook County; Illinois,3650,17,31,3703,0.0054010261949770455,0.008911693221712126,0.9856872805833108,hispanic
"Census Tract 8407, Cook County, Illinois",323,17,31,840700,2018,"Census Tract 8407, Cook County, Illinois",183,17,31,"Census Tract 8407, Cook County, Illinois",3149,17,31,3655,0.08837209302325581,0.05006839945280438,0.8615595075239398,hispanic
"Census Tract 8407, Cook County, Illinois",345,17,31,840700,2019,"Census Tract 8407, Cook County, Illinois",265,17,31,"Census Tract 8407, Cook County, Illinois",2899,17,31,3509,0.09831860929039613,0.07552009119407238,0.8261612995155315,hispanic
"Census Tract 8407, Cook County, Illinois",617,17,31,840700,2020,"Census Tract 8407, Cook County, Illinois",51,17,31,"Census Tract 8407, Cook County, Illinois",2748,17,31,3416,0.18062060889929743,0.014929742388758781,0.8044496487119438,hispanic
"Census Tract 8407, Cook County, Illinois",565,17,31,840700,2021,"Census Tract 8407, Cook County, Illinois",145,17,31,"Census Tract 8407, Cook County, Illinois",3230,17,31,3940,0.1434010152284264,0.03680203045685279,0.8197969543147208,hispanic
Census Tract 8407; Cook County; Illinois,653,17,31,840700,2022,Census Tract 8407; Cook County; Illinois,147,17,31,Census Tract 8407; Cook County; Illinois,2970,17,31,3770,0.17320954907161804,0.0389920424403183,0.7877984084880637,hispanic
Census Tract 8407; Cook County; Illinois,748,17,31,840700,2023,Census Tract 8407; Cook County; Illinois,199,17,31,Census Tract 8407; Cook County; Illinois,2582,17,31,3529,0.2119580617738736,0.05638991215641825,0.7316520260697081,hispanic
"Census Tract 8408, Cook County, Illinois",14,17,31,840800,2018,"Census Tract 8408, Cook County, Illinois",27,17,31,"Census Tract 8408, Cook County, Illinois",2970,17,31,3011,0.004649618067087346,0.008967120557954168,0.9863832613749585,hispanic
"Census Tract 8408, Cook County, Illinois",16,17,31,840800,2019,"Census Tract 8408, Cook County, Illinois",31,17,31,"Census Tract 8408, Cook County, Illinois",3104,17,31,3151,0.0050777530942557915,0.009838146620120596,0.9850841002856237,hispanic
"Census Tract 8408, Cook County, Illinois",54,17,31,840800,2020,"Census Tract 8408, Cook County, Illinois",32,17,31,"Census Tract 8408, Cook County, Illinois",3157,17,31,3243,0.016651248843663275,0.009867406722170829,0.9734813444341659,hispanic
"Census Tract 8408, Cook County, Illinois",38,17,31,840800,2021,"Census Tract 8408, Cook County, Illinois",41,17,31,"Census Tract 8408, Cook County, Illinois",3294,17,31,3373,0.011265935369107619,0.012155351319300326,0.9765787133115921,hispanic
Census Tract 8408; Cook County; Illinois,37,17,31,840800,2022,Census Tract 8408; Cook County; Illinois,52,17,31,Census Tract 8408; Cook County; Illinois,3169,17,31,3258,0.011356660527931247,0.01596071209330878,0.97268262737876,hispanic
Census Tract 8408; Cook County; Illinois,36,17,31,840800,2023,Census Tract 8408; Cook County; Illinois,3,17,31,Census Tract 8408; Cook County; Illinois,3232,17,31,3271,0.011005808621216754,0.0009171507184347294,0.9880770406603485,hispanic
"Census Tract 8417, Cook County, Illinois",93,17,31,841700,2018,"Census Tract 8417, Cook County, Illinois",801,17,31,"Census Tract 8417, Cook County, Illinois",872,17,31,1766,0.05266138165345413,0.4535673839184598,0.49377123442808607,hispanic
"Census Tract 8417, Cook County, Illinois",66,17,31,841700,2019,"Census Tract 8417, Cook County, Illinois",854,17,31,"Census Tract 8417, Cook County, Illinois",729,17,31,1649,0.04002425712553062,0.5178896300788357,0.4420861127956337,black
"Census Tract 8417, Cook County, Illinois",101,17,31,841700,2020,"Census Tract 8417, Cook County, Illinois",719,17,31,"Census Tract 8417, Cook County, Illinois",614,17,31,1434,0.07043235704323571,0.50139470013947,0.4281729428172943,black
"Census Tract 8417, Cook County, Illinois",114,17,31,841700,2021,"Census Tract 8417, Cook County, Illinois",373,17,31,"Census Tract 8417, Cook County, Illinois",607,17,31,1094,0.10420475319926874,0.34095063985374774,0.5548446069469836,hispanic
Census Tract 8417; Cook County; Illinois,117,17,31,841700,2022,Census Tract 8417; Cook County; Illinois,356,17,31,Census Tract 8417; Cook County; Illinois,615,17,31,1088,0.10753676470588236,0.3272058823529412,0.5652573529411765,hispanic
Census Tract 8417; Cook County; Illinois,145,17,31,841700,2023,Census Tract 8417; Cook County; Illinois,391,17,31,Census Tract 8417; Cook County; Illinois,675,17,31,1211,0.11973575557390587,0.3228736581337737,0.5573905862923204,hispanic
"Census Tract 8435, Cook County, Illinois",902,17,31,843500,2018,"Census Tract 8435, Cook County, Illinois",6767,17,31,"Census Tract 8435, Cook County, Illinois",2617,17,31,10286,0.0876920085553179,0.6578845032082442,0.2544234882364379,black
"Census Tract 8435, Cook County, Illinois",1054,17,31,843500,2019,"Census Tract 8435, Cook County, Illinois",6417,17,31,"Census Tract 8435, Cook County, Illinois",2671,17,31,10142,0.10392427529086964,0.6327154407414711,0.26336028396765926,black
"Census Tract 8435, Cook County, Illinois",1132,17,31,843500,2020,"Census Tract 8435, Cook County, Illinois",6907,17,31,"Census Tract 8435, Cook County, Illinois",2601,17,31,10640,0.10639097744360902,0.6491541353383459,0.24445488721804512,black
"Census Tract 8435, Cook County, Illinois",1079,17,31,843500,2021,"Census Tract 8435, Cook County, Illinois",6920,17,31,"Census Tract 8435, Cook County, Illinois",2515,17,31,10514,0.10262507133346015,0.6581700589689937,0.23920486969754612,black
Census Tract 8435; Cook County; Illinois,1037,17,31,843500,2022,Census Tract 8435; Cook County; Illinois,6060,17,31,Census Tract 8435; Cook County; Illinois,2220,17,31,9317,0.1113019212192766,0.6504239562090802,0.23827412257164324,black
Census Tract 8435; Cook County; Illinois,917,17,31,843500,2023,Census Tract 8435; Cook County; Illinois,5703,17,31,Census Tract 8435; Cook County; Illinois,1805,17,31,8425,0.10884272997032642,0.6769139465875371,0.2142433234421365,black
