NAME_x,white,state_x,county_x,tract,YEAR,NAME_y,black,state_y,county_y,NAME,hispanic,state,county,race_total,white_pct,black_pct,hispanic_pct,majority_race
"Census Tract 1612, Cook County, Illinois",987,17,31,161200,2020,"Census Tract 1612, Cook County, Illinois",72,17,31,"Census Tract 1612, Cook County, Illinois",1865,17,31,2924,0.3375512995896033,0.024623803009575923,0.6378248974008208,hispanic
"Census Tract 1612, Cook County, Illinois",954,17,31,161200,2021,"Census Tract 1612, Cook County, Illinois",101,17,31,"Census Tract 1612, Cook County, Illinois",1543,17,31,2598,0.3672055427251732,0.03887605850654349,0.5939183987682833,hispanic
Census Tract 1612; Cook County; Illinois,800,17,31,161200,2022,Census Tract 1612; Cook County; Illinois,85,17,31,Census Tract 1612; Cook County; Illinois,1614,17,31,2499,0.3201280512204882,0.034013605442176874,0.6458583433373349,hispanic
Census Tract 1612; Cook County; Illinois,792,17,31,161200,2023,Census Tract 1612; Cook County; Illinois,122,17,31,Census Tract 1612; Cook County; Illinois,1501,17,31,2415,0.3279503105590062,0.0505175983436853,0.6215320910973084,hispanic
"Census Tract 1613, Cook County, Illinois",1341,17,31,161300,2018,"Census Tract 1613, Cook County, Illinois",110,17,31,"Census Tract 1613, Cook County, Illinois",2303,17,31,3754,0.3572189664358018,0.02930207778369739,0.6134789557805008,hispanic
"Census Tract 1613, Cook County, Illinois",1372,17,31,161300,2019,"Census Tract 1613, Cook County, Illinois",95,17,31,"Census Tract 1613, Cook County, Illinois",2041,17,31,3508,0.39110604332953247,0.02708095781071836,0.5818129988597491,hispanic
"Census Tract 1613, Cook County, Illinois",1406,17,31,161300,2020,"Census Tract 1613, Cook County, Illinois",92,17,31,"Census Tract 1613, Cook County, Illinois",1860,17,31,3358,0.4187016081000596,0.0273972602739726,0.5539011316259679,hispanic
"Census Tract 1613, Cook County, Illinois",1416,17,31,161300,2021,"Census Tract 1613, Cook County, Illinois",73,17,31,"Census Tract 1613, Cook County, Illinois",2005,17,31,3494,0.40526617057813397,0.020892959358900974,0.5738408700629651,hispanic
Census Tract 1613; Cook County; Illinois,1314,17,31,161300,2022,Census Tract 1613; Cook County; Illinois,25,17,31,Census Tract 1613; Cook County; Illinois,2172,17,31,3511,0.3742523497579037,0.007120478496154941,0.6186271717459413,hispanic
Census Tract 1613; Cook County; Illinois,1339,17,31,161300,2023,Census Tract 1613; Cook County; Illinois,31,17,31,Census Tract 1613; Cook County; Illinois,2123,17,31,3493,0.38333810478099056,0.008874892642427712,0.6077870025765817,hispanic
